timestamp_utc,dataset_key,gpu_kernel_min_work,run_index,status,actual_backend,elapsed_seconds,peak_vram_mb,rule_count,gpu_node_batch_size,max_gpu_mem_mb
2026-05-06T12:00:58.345162+00:00,adult,512,4,ok,gpu,0.24277250200975686,5.298828125,885,,
2026-05-06T12:00:58.543843+00:00,adult,1024,0,ok,gpu,0.14275241701398045,5.298828125,885,,
2026-05-06T12:00:58.707070+00:00,adult,1024,1,ok,gpu,0.10673202900215983,5.298828125,885,,
2026-05-06T12:00:58.868561+00:00,adult,1024,2,ok,gpu,0.1055684220045805,5.298828125,885,,
2026-05-06T12:00:59.023311+00:00,adult,1024,3,ok,gpu,0.09896404895698652,5.298828125,885,,
2026-05-06T12:00:59.354737+00:00,adult,1024,4,ok,gpu,0.27545382897369564,5.298828125,885,,
2026-05-06T12:00:59.520064+00:00,adult,2048,0,ok,gpu,0.10701111902017146,5.298828125,885,,
2026-05-06T12:00:59.683923+00:00,adult,2048,1,ok,gpu,0.10763200704241171,5.298828125,885,,
2026-05-06T12:01:00.042969+00:00,adult,2048,2,ok,gpu,0.30242694600019604,5.298828125,885,,
2026-05-06T12:01:00.206532+00:00,adult,2048,3,ok,gpu,0.1074526869924739,5.298828125,885,,
2026-05-06T12:01:00.370804+00:00,adult,2048,4,ok,gpu,0.10781641700305045,5.298828125,885,,
2026-05-06T12:01:01.131729+00:00,adult,1000000000,0,ok,gpu,0.7048457119963132,5.298828125,885,,
2026-05-06T12:01:01.883394+00:00,adult,1000000000,1,ok,gpu,0.6957585110212676,5.298828125,885,,
2026-05-06T12:01:02.680569+00:00,adult,1000000000,2,ok,gpu,0.7375843140180223,5.298828125,885,,
2026-05-06T12:01:03.440456+00:00,adult,1000000000,3,ok,gpu,0.7023418599856086,5.298828125,885,,
2026-05-06T12:01:04.201770+00:00,adult,1000000000,4,ok,gpu,0.705189649015665,5.298828125,885,,
2026-05-06T12:01:06.545841+00:00,census_income,0,0,ok,gpu,1.2298128029797226,222.66015625,52,,
2026-05-06T12:01:08.903896+00:00,census_income,0,1,ok,gpu,1.2023049849667586,222.66015625,52,,
2026-05-06T12:01:10.956836+00:00,census_income,0,2,ok,gpu,0.9364889999851584,222.66015625,52,,
2026-05-06T12:01:13.284567+00:00,census_income,0,3,ok,gpu,1.2126452929805964,222.66015625,52,,
2026-05-06T12:01:15.618393+00:00,census_income,0,4,ok,gpu,1.2293147700256668,30.830078125,52,,
2026-05-06T12:01:17.928925+00:00,census_income,128,0,ok,gpu,1.1916513390024193,222.66015625,52,,
2026-05-06T12:01:20.255524+00:00,census_income,128,1,ok,gpu,1.2581010890426114,222.66015625,52,,
2026-05-06T12:01:22.598728+00:00,census_income,128,2,ok,gpu,1.22153876099037,222.66015625,52,,
2026-05-06T12:01:24.787535+00:00,census_income,128,3,ok,gpu,1.0593253489932977,222.66015625,52,,
2026-05-06T12:01:26.962225+00:00,census_income,128,4,ok,gpu,1.053307902009692,222.66015625,52,,
2026-05-06T12:01:29.259689+00:00,census_income,512,0,ok,gpu,1.2201447080005892,222.66015625,52,,
2026-05-06T12:01:31.704880+00:00,census_income,512,1,ok,gpu,1.2853860729956068,222.66015625,52,,
2026-05-06T12:01:34.020451+00:00,census_income,512,2,ok,gpu,1.1942662379588,222.66015625,52,,
2026-05-06T12:01:36.438336+00:00,census_income,512,3,ok,gpu,1.3502607719856314,30.830078125,52,,
2026-05-06T12:01:38.607462+00:00,census_income,512,4,ok,gpu,1.0494326789630577,30.830078125,52,,
2026-05-06T12:01:40.822007+00:00,census_income,1024,0,ok,gpu,1.1481067350250669,222.66015625,52,,
2026-05-06T12:01:42.905516+00:00,census_income,1024,1,ok,gpu,0.9554312429972924,222.66015625,52,,
2026-05-06T12:01:45.060328+00:00,census_income,1024,2,ok,gpu,1.0133760219905525,222.66015625,52,,
2026-05-06T12:01:47.181831+00:00,census_income,1024,3,ok,gpu,0.971060657990165,30.830078125,52,,
2026-05-06T12:01:49.351876+00:00,census_income,1024,4,ok,gpu,1.0285774189978838,222.66015625,52,,
2026-05-06T12:01:51.422718+00:00,census_income,2048,0,ok,gpu,0.940803307981696,30.830078125,52,,
2026-05-06T12:01:53.492524+00:00,census_income,2048,1,ok,gpu,0.94875590398442,222.66015625,52,,
2026-05-06T12:01:55.652411+00:00,census_income,2048,2,ok,gpu,1.0326309040538035,30.830078125,52,,
2026-05-06T12:01:58.044554+00:00,census_income,2048,3,ok,gpu,1.266646777978167,222.66015625,52,,
2026-05-06T12:02:00.501522+00:00,census_income,2048,4,ok,gpu,1.3266738299862482,30.830078125,52,,
2026-05-06T12:02:09.082974+00:00,census_income,1000000000,0,ok,gpu,7.437950955005363,30.830078125,52,,
2026-05-06T12:02:17.867370+00:00,census_income,1000000000,1,ok,gpu,7.6579881040379405,30.830078125,52,,
2026-05-06T12:02:26.632853+00:00,census_income,1000000000,2,ok,gpu,7.633454944996629,30.830078125,52,,
2026-05-06T12:02:35.427389+00:00,census_income,1000000000,3,ok,gpu,7.648138950986322,30.830078125,52,,
2026-05-06T12:02:42.165449+00:00,census_income,1000000000,4,ok,gpu,5.601584537012968,222.66015625,52,,
